Node,Layer,Degree_Centrality,Longitude,Latitude
poi_5831138128,poi,0.004558790340780862,-117.149982,32.7309739
poi_5831142355,poi,0.0016700519070187317,-117.168946,32.7106455
poi_5831142370,poi,0.003385240352064997,-117.160345,32.7116859
poi_5831142371,poi,0.0033401038140374634,-117.1600312,32.7115709
poi_5831142372,poi,0.00329496727600993,-117.1600277,32.7113752
poi_5831142386,poi,0.0018505980591288647,-117.1708464,32.7086117
poi_5831142387,poi,0.0021214172872940644,-117.1704334,32.7085367
poi_5831142495,poi,0.000315955766192733,-117.175662,32.7123963
poi_5831142586,poi,0.000315955766192733,-117.175625,32.7122312
poi_5831142589,poi,0.0018054615211013315,-117.170959,32.7085318
poi_5831142591,poi,0.0018505980591288647,-117.1711445,32.7087711
poi_5831142593,poi,0.0017603249830737983,-117.1713443,32.7086355
poi_5831142685,poi,0.002979011509817197,-117.1510046,32.7295991
poi_5831142686,poi,0.0018505980591288647,-117.1709835,32.708626
poi_5831142723,poi,0.001263823064770932,-117.1687913,32.7086906
poi_5831142724,poi,0.001399232678853532,-117.1686694,32.7090244
poi_5831142725,poi,0.001399232678853532,-117.1687629,32.7089126
poi_5831142727,poi,0.0013089596027984654,-117.1687718,32.7107242
poi_5831142728,poi,0.0017603249830737983,-117.1689868,32.7105938
poi_5831142731,poi,0.0030692845858722637,-117.1599166,32.7113034
poi_5831142732,poi,0.002979011509817197,-117.1594049,32.7113102
poi_5831142733,poi,0.0031144211238997967,-117.1595366,32.7113264
poi_5831142734,poi,0.0034755134281200632,-117.160329,32.7113064
poi_5831142735,poi,0.00329496727600993,-117.1595775,32.711673
poi_5831142737,poi,0.0034755134281200632,-117.1602381,32.7113933
poi_5831142738,poi,0.003746332656285263,-117.1599383,32.712015
poi_5831142785,poi,0.0018054615211013315,-117.1711,32.7085559
poi_5831142786,poi,0.0018505980591288647,-117.1710878,32.7086534
poi_5831142788,poi,0.0020762807492665314,-117.1699551,32.7088349
poi_5833841720,poi,0.002031144211238998,-117.17012,32.7086729
poi_5833841721,poi,0.0019860076732114646,-117.1700866,32.7086832
poi_5837049439,poi,0.002031144211238998,-117.161399,32.7148159
poi_5837049557,poi,0.0004965019183028661,-117.1618209,32.7180346
poi_5837049558,poi,0.001083276912660799,-117.1668427,32.7220944
poi_5837049560,poi,0.0012186865267433988,-117.1630746,32.715471
poi_5837049831,poi,0.0005416384563303995,-117.161744,32.7185851
poi_5837049848,poi,0.001263823064770932,-117.1671871,32.7218041
poi_5837049849,poi,0.0011284134506883321,-117.1630617,32.7150342
poi_5837049985,poi,0.0018957345971563982,-117.1615414,32.7149562
poi_5845435485,poi,4.513653802753329e-05,-116.9873293,32.7846947
poi_5846630978,poi,0.00040622884224779957,-117.128843,32.7268528
poi_5850104021,poi,0.0003610923042202663,-117.1656919,32.7676386
poi_5854150102,poi,0.00018054615211013315,-117.1568115,32.7668919
poi_5859878443,poi,4.513653802753329e-05,-117.0015459,32.9298114
poi_5859878445,poi,4.513653802753329e-05,-117.0013176,32.9294019
poi_5861466486,poi,0.0,-117.2716141,32.8376649
poi_5862273354,poi,0.000631911532385466,-117.1464156,32.7589265
poi_5862623885,poi,0.0,-116.559439,32.7248131
poi_5866319195,poi,0.0,-117.1407298,33.0184101
poi_5866329899,poi,0.0009027307605506658,-117.2824803,33.0222015
poi_5866470188,poi,0.0005867749943579328,-117.1233783,33.0198021
poi_5866484078,poi,0.000631911532385466,-117.1101414,33.0156664
poi_5866618108,poi,0.0,-116.9345158,32.9148441
poi_5869099489,poi,0.0,-117.3160686,33.0981165
poi_5869689455,poi,0.0005867749943579328,-117.0420399,32.9570289
poi_5869712891,poi,0.0004513653802753329,-116.995468,32.6402202
poi_5870510977,poi,0.0011735499887158655,-117.0790974,32.6396555
poi_5870510978,poi,0.0011284134506883321,-117.0791212,32.6397317
poi_5870510979,poi,0.0011735499887158655,-117.0791367,32.6397713
poi_5870510980,poi,0.0011735499887158655,-117.0791618,32.6398554
poi_5870510981,poi,0.0012186865267433988,-117.079208,32.6399813
poi_5870510983,poi,0.0013540961408259986,-117.0792664,32.6401287
poi_5870511585,poi,0.0013540961408259986,-117.0793107,32.6402484
poi_5870511586,poi,0.0013540961408259986,-117.0793261,32.6402964
poi_5870511587,poi,0.001579778830963665,-117.079428,32.6405214
poi_5870511590,poi,0.0016700519070187317,-117.0795507,32.6408622
poi_5870511591,poi,0.0018054615211013315,-117.079587,32.6409316
poi_5870511594,poi,0.0018957345971563982,-117.0796459,32.6410931
poi_5870511595,poi,0.0019860076732114646,-117.079686,32.6412032
poi_5870511596,poi,0.0019408711351839314,-117.079788,32.6414237
poi_5870511597,poi,0.0019408711351839314,-117.0798035,32.641489
poi_5870511600,poi,0.0019408711351839314,-117.0798706,32.6416558
poi_5870511602,poi,0.0018957345971563982,-117.0799041,32.6417532
poi_5870511605,poi,0.0018054615211013315,-117.0799996,32.6420019
poi_5870511607,poi,0.0018054615211013315,-117.0800546,32.6421464
poi_5870511609,poi,0.001715188445046265,-117.0801012,32.6422698
poi_5870511610,poi,0.001715188445046265,-117.0801294,32.6423382
poi_5870511611,poi,0.0016700519070187317,-117.0801522,32.6423864
poi_5870511615,poi,0.0016700519070187317,-117.0802165,32.6425535
poi_5870511620,poi,0.0015346422929361319,-117.0803675,32.642959
poi_5870511621,poi,0.0014895057549085984,-117.0804211,32.6431574
poi_5870511622,poi,0.001399232678853532,-117.0804492,32.643228
poi_5870511626,poi,0.0013540961408259986,-117.0806061,32.6435778
poi_5870511629,poi,0.0012186865267433988,-117.0807081,32.6439141
poi_5870511631,poi,0.0010381403746332657,-117.0808301,32.6441422
poi_5870511632,poi,0.0009027307605506658,-117.080865,32.6442348
poi_5870511637,poi,0.0008575942225231325,-117.0812485,32.6442557
poi_5870511638,poi,0.0009478672985781991,-117.0812314,32.64413
poi_5870511642,poi,0.001083276912660799,-117.08116,32.6440109
poi_5870511644,poi,0.001263823064770932,-117.0810293,32.6436368
poi_5870511646,poi,0.0013540961408259986,-117.080967,32.6435157
poi_5870511647,poi,0.0013540961408259986,-117.08095,32.6434516
poi_5870511648,poi,0.0013540961408259986,-117.0809303,32.6433923
poi_5870511655,poi,0.0014443692168810652,-117.0807972,32.6430406
poi_5870511659,poi,0.0016700519070187317,-117.0806303,32.6426183
poi_5870511661,poi,0.0016700519070187317,-117.0805947,32.6425248
poi_5870511662,poi,0.001715188445046265,-117.0805749,32.6424706
poi_5870511663,poi,0.0016700519070187317,-117.0805425,32.6424141
poi_5870511664,poi,0.0016700519070187317,-117.0805264,32.6423754
poi_5870511668,poi,0.0017603249830737983,-117.0804523,32.6421566
poi_5870511670,poi,0.0018054615211013315,-117.0803949,32.6420358
poi_5870511673,poi,0.0018054615211013315,-117.0803209,32.6418435
poi_5870511684,poi,0.0018957345971563982,-117.0801844,32.6408794
poi_5870512085,poi,0.0016700519070187317,-117.079977,32.6406499
poi_5870512086,poi,0.001579778830963665,-117.0799135,32.6404511
poi_5870512088,poi,0.0013089596027984654,-117.0797358,32.6399853
poi_5870512089,poi,0.0013089596027984654,-117.0797049,32.6399051
poi_5872892744,poi,0.0009027307605506658,-117.0788443,32.6390705
poi_5872892745,poi,0.0009027307605506658,-117.0788687,32.6391287
poi_5872892746,poi,0.0013089596027984654,-117.0791557,32.6403704
poi_5872892748,poi,0.0013089596027984654,-117.0790464,32.6404003
poi_5872892751,poi,0.0005867749943579328,-117.081056,32.6449795
poi_5872892754,poi,0.001579778830963665,-117.0803332,32.6428678
poi_5872926371,poi,0.0,-117.08174,32.6381416
poi_5876931886,poi,0.0018505980591288647,-117.1303175,32.7486082
poi_5886949549,poi,0.00018054615211013315,-117.141158,32.7128253
poi_5888546486,poi,0.0033401038140374634,-117.1596423,32.7116709
poi_5889574023,poi,9.027307605506658e-05,-117.0393558,32.5518471
poi_5889574025,poi,4.513653802753329e-05,-117.0383298,32.5506522
poi_5890150487,poi,0.0,-117.176845,32.6776374
poi_5890165685,poi,0.0008575942225231325,-117.160105,32.7076082
poi_5890165686,poi,0.0022568269013766643,-117.1602818,32.7095345
poi_5890165785,poi,0.0028887384337621305,-117.1598925,32.71029
poi_5891465778,poi,0.0004513653802753329,-117.1570368,32.7482599
poi_5893276586,poi,0.00018054615211013315,-117.3028726,33.0653258
poi_5893276685,poi,0.00022568269013766644,-117.293645,33.0487086
poi_5893619088,poi,0.00022568269013766644,-117.0624,32.5833883
poi_5893619089,poi,0.00022568269013766644,-117.062571,32.5833883
poi_5893896258,poi,0.0004965019183028661,-117.065463,32.605233
poi_5897490397,poi,0.00027081922816519973,-117.3138633,33.1212702
poi_5897507538,poi,0.00027081922816519973,-117.3139256,33.1213291
poi_5897507540,poi,0.00027081922816519973,-117.31447,33.1214636
poi_5897507541,poi,0.000315955766192733,-117.313927,33.1215082
poi_5897657085,poi,0.0,-117.0859297,33.0236082
poi_5897870785,poi,0.000315955766192733,-117.2694081,33.1277647
poi_5897870786,poi,0.000315955766192733,-117.2693037,33.1274054
poi_5897870787,poi,0.000315955766192733,-117.2699191,33.127286
poi_5897870788,poi,0.000315955766192733,-117.2696337,33.1273065
poi_5897874900,poi,0.001083276912660799,-117.2528747,33.1271848
poi_5897874901,poi,0.001083276912660799,-117.252676,33.1273424
poi_5897874902,poi,0.001083276912660799,-117.25257,33.1274773
poi_5897881873,poi,0.001083276912660799,-117.2539503,33.1266388
poi_5897881874,poi,0.0011284134506883321,-117.254093,33.1270763
poi_5897886605,poi,0.00022568269013766644,-117.2872542,33.1350536
poi_5897888933,poi,0.00022568269013766644,-117.287048,33.135318
poi_5897888934,poi,0.00022568269013766644,-117.2870122,33.1353648
poi_5900898125,poi,0.0,-117.0396549,32.5945342
poi_5910361073,poi,0.0,-117.2217411,32.7308651
poi_5910582289,poi,0.00040622884224779957,-117.2571632,33.0449986
poi_5910620570,poi,9.027307605506658e-05,-117.1534257,33.1444432
poi_5910620575,poi,4.513653802753329e-05,-117.3472994,33.1582507
poi_5910668482,poi,0.0,-117.187774,33.1459046
poi_5932975474,poi,0.00018054615211013315,-117.2859553,33.1584028
poi_5932975475,poi,0.00018054615211013315,-117.2866065,33.1584263
poi_5932975476,poi,0.00018054615211013315,-117.2859525,33.158105
poi_5936112465,poi,0.0006770480704129993,-117.1959669,32.7659595
poi_5946326623,poi,9.027307605506658e-05,-117.1555159,32.7983584
poi_5950347047,poi,0.00018054615211013315,-117.10552,32.6605479
poi_5950347048,poi,0.00018054615211013315,-117.0026019,32.6461837
poi_5955276097,poi,0.00013540961408259986,-117.3209635,33.1230612
poi_5955294313,poi,0.0010381403746332657,-117.3065686,33.1150329
poi_5955294314,poi,0.0010381403746332657,-117.3066975,33.1151661
poi_5955294315,poi,0.0010381403746332657,-117.3070025,33.1154081
poi_5955294316,poi,0.0009930038366057323,-117.3081451,33.1150234
poi_5955294317,poi,0.0005867749943579328,-117.3087486,33.1143926
poi_5955306098,poi,0.001083276912660799,-117.3072648,33.1147288
poi_5955306099,poi,0.0010381403746332657,-117.3068412,33.114981
poi_5955306100,poi,0.0010381403746332657,-117.3068554,33.1147872
poi_5955306101,poi,0.001083276912660799,-117.3071826,33.1150056
poi_5962205153,poi,9.027307605506658e-05,-117.05605,32.7421564
poi_5963398460,poi,0.0003610923042202663,-117.1927815,32.9010835
poi_5965048208,poi,0.0,-117.2922501,33.1528241
poi_5967459077,poi,4.513653802753329e-05,-117.1966958,32.832636
poi_5970691016,poi,0.00013540961408259986,-117.001918,32.7518076
poi_5970691181,poi,0.000315955766192733,-116.9836019,32.7670339
poi_5981824076,poi,0.000315955766192733,-117.2587517,32.922323
poi_5981824776,poi,0.00040622884224779957,-117.2585418,32.9227106
poi_5981827238,poi,0.00018054615211013315,-117.2577962,32.9200268
poi_5981828505,poi,0.000631911532385466,-117.2522595,32.9202181
poi_5981906078,poi,0.0006770480704129993,-117.3061522,33.1158536
poi_5984024666,poi,0.0010381403746332657,-117.2093713,32.741569
poi_5984077397,poi,0.001399232678853532,-117.209261,32.7404807
poi_5984077398,poi,0.001399232678853532,-117.20927,32.7405295
poi_5984077399,poi,0.001399232678853532,-117.2092804,32.740578
poi_5984154222,poi,0.0008575942225231325,-117.2163654,32.7360091
poi_5986588274,poi,0.0,-116.1881453,32.9550995
poi_5993999121,poi,0.000631911532385466,-117.0400868,32.6052203
poi_5994631073,poi,0.000315955766192733,-117.2123286,32.7535488
poi_5994631074,poi,0.00040622884224779957,-117.2082566,32.7515743
poi_5994631075,poi,0.000315955766192733,-117.2119341,32.7534546
poi_5994631079,poi,0.000315955766192733,-117.2119617,32.7533475
poi_6016767739,poi,0.0004965019183028661,-117.161392,32.7315679
poi_6016767740,poi,0.0004965019183028661,-117.1610168,32.7315679
poi_6016767742,poi,0.0004513653802753329,-117.161026,32.7312452
poi_6016767743,poi,0.0004513653802753329,-117.160483,32.7311087
poi_6016767744,poi,0.0004513653802753329,-117.160466,32.7312422
poi_6016767745,poi,0.0007673211464680659,-117.1601142,32.7312385
poi_6016767746,poi,0.000631911532385466,-117.160141,32.7320372
poi_6016781034,poi,0.0007221846084405326,-117.1591071,32.8014846
poi_6016781036,poi,0.0007221846084405326,-117.1590722,32.801724
poi_6016781039,poi,0.0007673211464680659,-117.1590842,32.8016046
poi_6016861886,poi,0.0005867749943579328,-117.0193398,32.6981103
poi_6016861906,poi,0.0007221846084405326,-117.0192689,32.6981419
poi_6016861915,poi,0.0005867749943579328,-117.019399,32.6981114
poi_6023791170,poi,0.0003610923042202663,-117.0953535,32.677572
poi_6023836051,poi,0.00013540961408259986,-117.0485829,32.602399
poi_6023836052,poi,0.00013540961408259986,-117.0490758,32.6024399
poi_6023836053,poi,0.00013540961408259986,-117.0485867,32.6022993
poi_6025588502,poi,0.00022568269013766644,-117.0652498,32.6013761
poi_6025588523,poi,0.000631911532385466,-117.066015,32.6041133
poi_6025588526,poi,0.00022568269013766644,-117.0651026,32.6013984
poi_6025597436,poi,0.00018054615211013315,-117.064914,32.6055632
poi_6026181605,poi,0.0007673211464680659,-117.1579822,32.8018853
poi_6026181606,poi,0.0006770480704129993,-117.1572945,32.8014973
poi_6026181607,poi,0.0007673211464680659,-117.1578147,32.8018921
poi_6026181608,poi,0.0009027307605506658,-117.1584564,32.8016337
poi_6026181609,poi,0.0007673211464680659,-117.1580492,32.8018836
poi_6026181610,poi,0.0009027307605506658,-117.158479,32.8014519
poi_6026181612,poi,0.0009027307605506658,-117.1584828,32.8015489
poi_6026181613,poi,0.0007673211464680659,-117.1579085,32.8018825
poi_6026181614,poi,0.0005867749943579328,-117.1572253,32.8016209
poi_6028651239,poi,0.0,-117.0434861,32.6043228
poi_6028696736,poi,0.00022568269013766644,-117.051338,32.6041942
poi_6032859437,poi,0.0003610923042202663,-117.0953369,32.677539
poi_6036755254,poi,0.0,-117.016779,32.6369331
poi_6048792286,poi,0.0010381403746332657,-117.0873877,32.6315978
poi_6048855088,poi,0.00040622884224779957,-117.2144838,32.8512732
poi_6050320537,poi,0.00040622884224779957,-117.1807672,32.7429457
poi_6050320538,poi,0.00040622884224779957,-117.1806633,32.7429119
poi_6050320539,poi,0.00040622884224779957,-117.1806365,32.7427889
poi_6050320540,poi,0.00040622884224779957,-117.1804628,32.7426524
poi_6056052722,poi,9.027307605506658e-05,-117.1553897,32.7983657
poi_6058161701,poi,0.00027081922816519973,-117.1413418,32.9146616
poi_6058161744,poi,0.00022568269013766644,-117.1429826,32.9153824
poi_6058161745,poi,0.00022568269013766644,-117.1430281,32.9153826
poi_6058851856,poi,0.00040622884224779957,-117.1421365,32.9142966
poi_6060848585,poi,0.000315955766192733,-116.864379,33.0440246
poi_6062400243,poi,0.0004513653802753329,-117.0663813,32.6043427
poi_6062400244,poi,0.0004513653802753329,-117.0664388,32.6044903
poi_6062400245,poi,0.0004513653802753329,-117.0663554,32.6042954
poi_6062400246,poi,0.0004513653802753329,-117.0664916,32.6046214
poi_6062400248,poi,0.0004513653802753329,-117.066414,32.6043966
poi_6062400249,poi,0.0004965019183028661,-117.0660383,32.6048398
poi_6062400250,poi,0.0004513653802753329,-117.0664604,32.6045566
poi_6072210177,poi,0.00013540961408259986,-117.0806086,32.6046346
poi_6072229207,poi,9.027307605506658e-05,-117.0800855,32.6054961
poi_6074646813,poi,0.0006770480704129993,-116.964323,32.6232647
poi_6074646814,poi,0.0006770480704129993,-116.9642666,32.6230396
poi_6074685767,poi,0.0004513653802753329,-117.0201209,32.6978146
poi_6074685768,poi,0.0004513653802753329,-117.0201007,32.6978955
poi_6074685769,poi,0.0004513653802753329,-117.0200923,32.6979462
poi_6074685771,poi,0.0005416384563303995,-117.0195512,32.6981014
poi_6074685772,poi,0.0004513653802753329,-117.0201359,32.6977741
poi_6074685773,poi,0.0004513653802753329,-117.020004,32.6980895
poi_6074685775,poi,0.0004513653802753329,-117.0198236,32.6981123
poi_6077525836,poi,0.0016249153689911983,-117.1514177,32.7482633
poi_6080989853,poi,0.00022568269013766644,-117.2182389,32.8066073
poi_6081017541,poi,0.0004965019183028661,-117.239974,32.7981994
poi_6083877875,poi,0.0003610923042202663,-117.1815169,32.7433202
poi_6083887684,poi,0.0009478672985781991,-117.2733023,32.8506089
poi_6083998612,poi,0.0007673211464680659,-117.2378627,32.88079
poi_6083998613,poi,0.0007673211464680659,-117.2378513,32.8808092
poi_6083998614,poi,0.001083276912660799,-117.2378131,32.8807855
poi_6084036568,poi,0.0004965019183028661,-117.1583825,32.7317023
poi_6084036569,poi,0.0004965019183028661,-117.1584398,32.7317044
poi_6088601601,poi,0.0,-117.0999434,32.7897166
poi_6089381493,poi,0.00027081922816519973,-117.3140935,33.1215331
poi_6089414117,poi,0.000315955766192733,-117.3187479,33.121447
poi_6110029399,poi,0.0004965019183028661,-117.1801156,33.1361591
poi_6112585947,poi,4.513653802753329e-05,-117.075145,32.6970233
poi_6112585948,poi,4.513653802753329e-05,-117.073299,32.6977811
poi_6117157306,poi,0.0011284134506883321,-117.1462167,32.9144403
poi_6119560491,poi,0.0009027307605506658,-117.240676,32.8008673
poi_6119639857,poi,0.0016249153689911983,-117.1684511,32.724412
poi_6127387951,poi,0.00027081922816519973,-117.0778292,32.6040308
poi_6129529088,poi,0.0030692845858722637,-117.321207,33.1270293
poi_6135668067,poi,0.0,-116.389718,33.0033568
poi_6135668068,poi,0.0,-116.3782406,33.0088204
poi_6135668069,poi,0.0,-116.3596871,33.0196269
poi_6135668070,poi,0.0,-116.3921613,33.0283716
poi_6138450524,poi,4.513653802753329e-05,-117.0838238,33.0528155
poi_6138457055,poi,4.513653802753329e-05,-117.0879523,33.0637945
poi_6138457058,poi,4.513653802753329e-05,-117.0878661,33.0641354
poi_6141430285,poi,4.513653802753329e-05,-117.1405932,32.7066087
poi_6148511998,poi,0.000631911532385466,-117.0804109,32.7917039
poi_6148676389,poi,0.000631911532385466,-117.069446,32.771552
poi_6148677389,poi,0.001083276912660799,-117.069678,32.7724717
poi_6148677390,poi,0.0008124576844955991,-117.0701401,32.7714937
poi_6150664715,poi,0.00022568269013766644,-117.0264795,32.6148542
poi_6150676926,poi,0.00018054615211013315,-117.0258661,32.6155951
poi_6150676927,poi,0.00022568269013766644,-117.0265502,32.6149378
poi_6150703214,poi,9.027307605506658e-05,-117.080713,32.6048561
poi_6152370647,poi,0.00022568269013766644,-117.0772757,32.6034885
poi_6157535963,poi,0.0,-117.0488968,33.1920587
poi_6157538413,poi,0.0,-117.0456111,33.1787296
poi_6157538948,poi,0.0,-117.0479312,33.1818466
poi_6157541451,poi,0.0,-117.0509024,33.1984575
poi_6157542493,poi,0.0,-117.0658055,33.1912255
poi_6157545748,poi,0.00040622884224779957,-117.04986,33.1730207
poi_6157545749,poi,0.00040622884224779957,-117.0498976,33.173036
poi_6157545750,poi,0.00040622884224779957,-117.0498316,33.1730113
poi_6157546738,poi,0.0,-117.0434343,33.1678778
poi_6157547128,poi,0.0,-117.0415885,33.1671539
poi_6157550207,poi,9.027307605506658e-05,-117.0331255,33.1591391
poi_6157555578,poi,9.027307605506658e-05,-117.0330181,33.1595993
poi_6158056225,poi,0.00022568269013766644,-117.263889,33.0066552
poi_6158056254,poi,0.00027081922816519973,-117.2650511,33.0061664
poi_6158056634,poi,0.00022568269013766644,-117.2624025,33.0059355
poi_6158056642,poi,0.00013540961408259986,-117.2713431,33.0038145
poi_6158059778,poi,0.000315955766192733,-117.2651766,33.0060243
poi_6158060734,poi,0.00022568269013766644,-117.2666684,33.0050874
poi_6158060776,poi,0.00018054615211013315,-117.267525,33.0046427
poi_6158066695,poi,4.513653802753329e-05,-117.250995,32.9185999
poi_6158066731,poi,0.0,-117.2484809,32.9171154
poi_6158068482,poi,4.513653802753329e-05,-117.2509135,32.914373
poi_6158071690,poi,4.513653802753329e-05,-117.2506418,32.9141899
poi_6158076732,poi,4.513653802753329e-05,-117.1147668,33.0395689
poi_6158076733,poi,4.513653802753329e-05,-117.1145839,33.0395553
poi_6158107606,poi,0.0003610923042202663,-117.0734686,33.057701
poi_6158112434,poi,0.0,-117.0810071,33.0496663
poi_6158114225,poi,9.027307605506658e-05,-117.0734193,33.0567934
poi_6158114226,poi,4.513653802753329e-05,-117.0734963,33.0558521
poi_6158115146,poi,0.0,-117.0757493,33.0538363
poi_6158116204,poi,0.0007673211464680659,-117.0788263,33.0485932
poi_6158116205,poi,0.0007221846084405326,-117.0788768,33.0484671
poi_6158116560,poi,0.0,-117.0892513,33.0485536
poi_6159179941,poi,9.027307605506658e-05,-117.1700727,32.7373219
poi_6165208585,poi,9.027307605506658e-05,-116.6198435,32.5763351
poi_6165276442,poi,0.0,-117.106685,32.8609831
poi_6173692917,poi,0.0005867749943579328,-117.0409495,32.6051948
poi_6173692918,poi,0.0005867749943579328,-117.04105,32.6051246
poi_6173692919,poi,0.0005867749943579328,-117.0410248,32.6050709
poi_6173692920,poi,0.0005867749943579328,-117.041107,32.6052331
poi_6175545104,poi,0.00018054615211013315,-117.2862774,33.1582524
poi_6177171198,poi,4.513653802753329e-05,-117.3151356,33.1731819
poi_6183099743,poi,0.00027081922816519973,-117.2681578,32.9614768
poi_6183100060,poi,0.000315955766192733,-117.2590326,32.9265592
poi_6184516699,poi,0.0007221846084405326,-117.159622,32.7068957
poi_6186440087,poi,0.000315955766192733,-117.2477323,33.1981869
poi_6189296846,poi,0.0,-116.9800707,32.769842
poi_6189296901,poi,0.000315955766192733,-117.014378,32.7775859
poi_6191266392,poi,0.00018054615211013315,-117.045806,32.6282979
poi_6191307225,poi,0.00018054615211013315,-117.0462048,32.6290756
poi_6191349545,poi,0.00013540961408259986,-117.0724071,32.6240376
poi_6193798521,poi,0.001399232678853532,-117.1508323,32.7482879
poi_6193798522,poi,0.0009930038366057323,-117.154468,32.7486181
poi_6193798523,poi,0.0008124576844955991,-117.154787,32.7487194
poi_6193798833,poi,0.001083276912660799,-117.1542444,32.7481839
poi_6193798866,poi,0.0005867749943579328,-117.2926592,33.03715
poi_6193800118,poi,0.001083276912660799,-117.1461319,32.7620548
poi_6193803830,poi,9.027307605506658e-05,-117.2615372,32.9421512
poi_6193803831,poi,0.00013540961408259986,-117.2615575,32.9412187
poi_6193804381,poi,9.027307605506658e-05,-117.2613782,32.940278
poi_6193804444,poi,0.00013540961408259986,-117.2616345,32.9420091
poi_6193804934,poi,0.0007673211464680659,-117.1526569,32.8295448
poi_6193804935,poi,0.0007673211464680659,-117.1528242,32.8293469
poi_6193807367,poi,0.0009930038366057323,-117.1560797,32.8213206
poi_6193807368,poi,0.0009930038366057323,-117.1558521,32.8213447
poi_6193820983,poi,0.0011735499887158655,-117.1787288,32.8191153
poi_6194054424,poi,0.0011735499887158655,-117.1775034,32.8197901
poi_6194061646,poi,0.0003610923042202663,-117.1765198,32.8207024
poi_6194104238,poi,0.0004965019183028661,-117.1957149,32.8340444
poi_6212343226,poi,9.027307605506658e-05,-117.2925109,33.1324262
poi_6212343227,poi,9.027307605506658e-05,-117.292485,33.1324306
poi_6212343228,poi,9.027307605506658e-05,-117.292509,33.1324253
poi_6215285669,poi,0.005371248025276461,-116.9686745,32.6234574
poi_6215285671,poi,0.005371248025276461,-116.9688109,32.6234418
poi_6215376898,poi,0.0026179192055969308,-116.9661887,32.6245698
poi_6215376900,poi,0.00343037689009253,-116.966721,32.6236893
poi_6215376903,poi,0.0031144211238997967,-116.9663576,32.6237423
poi_6215376905,poi,0.001579778830963665,-116.9650245,32.6244772
poi_6215376906,poi,0.0021214172872940644,-116.965555,32.623782
poi_6215376908,poi,0.0032046941999548635,-116.966536,32.6237236
poi_6215376911,poi,0.00343037689009253,-116.966621,32.6237146
poi_6215376913,poi,0.00315955766192733,-116.966441,32.623722
poi_6215376914,poi,0.004603926878808395,-116.9674917,32.6236419
poi_6215376915,poi,0.0014443692168810652,-116.9661245,32.6253488
poi_6215376916,poi,0.001715188445046265,-116.9664244,32.6253829
poi_6215376919,poi,0.0031144211238997967,-116.9662641,32.6237545
poi_6215376920,poi,0.00343037689009253,-116.9667368,32.624052
poi_6215376922,poi,0.004965019183028662,-116.9679035,32.6235784
poi_6215380718,poi,0.004649063416835929,-116.9676762,32.6242303
poi_6215380719,poi,0.004649063416835929,-116.9676965,32.6243357
poi_6215380720,poi,0.004649063416835929,-116.9676713,32.6241108
poi_6215380722,poi,0.005010155721056195,-116.9677935,32.6234642
poi_6215380723,poi,0.004649063416835929,-116.9676876,32.6239553
poi_6221582087,poi,9.027307605506658e-05,-117.1516554,32.8330808
poi_6222281130,poi,0.0007673211464680659,-117.1529591,32.7359661
poi_6222281131,poi,0.000631911532385466,-117.1529599,32.7360813
poi_6222281132,poi,0.0005416384563303995,-117.1487097,32.7352761
poi_6222281133,poi,0.0006770480704129993,-117.1490675,32.7346276
poi_6222281134,poi,0.0005416384563303995,-117.1492347,32.7348786
poi_6222281135,poi,0.0005416384563303995,-117.1481558,32.7352679
poi_6222359919,poi,0.00018054615211013315,-117.0530757,32.956006
poi_6223686386,poi,0.00022568269013766644,-117.118824,32.91644
poi_6226705401,poi,9.027307605506658e-05,-116.3920409,33.3589488
poi_6226705719,poi,0.0,-116.4173689,33.268192
poi_6226705806,poi,0.0,-116.4181012,33.2705658
poi_6228388249,poi,0.0,-117.2691606,33.1163187
poi_6228820581,poi,0.0,-116.4495876,33.2264827
poi_6231661567,poi,0.0,-116.2382269,33.268303
poi_6231661737,poi,0.0,-116.2117535,33.1855739
poi_6231661856,poi,0.0,-116.2042004,33.1896188
poi_6235415575,poi,0.0,-116.4823508,32.9342533
poi_6239154975,poi,0.00027081922816519973,-117.1500728,32.7378987
poi_6239154980,poi,0.0003610923042202663,-117.1494546,32.735257
poi_6240730843,poi,0.00027081922816519973,-116.9637752,32.8301085
poi_6240730844,poi,0.00027081922816519973,-116.962874,32.8297724
poi_6240730845,poi,0.00022568269013766644,-116.963721,32.8303588
poi_6240730847,poi,0.00022568269013766644,-116.9636465,32.8307618
poi_6240730848,poi,0.00022568269013766644,-116.9636553,32.8305985
poi_6240730849,poi,0.00022568269013766644,-116.9636768,32.8305359
poi_6243339226,poi,0.0,-117.2650764,32.9504657
poi_6245420047,poi,0.0,-117.0011129,32.6420175
poi_6245420048,poi,0.0004513653802753329,-116.995405,32.6406181
poi_6245420049,poi,0.0004513653802753329,-116.9956225,32.6407288
poi_6265026980,poi,0.0,-116.9865952,32.6417018
poi_6267341009,poi,0.0,-116.4234965,33.1682742
poi_6270958528,poi,4.513653802753329e-05,-116.4793494,33.3651687
poi_6270958529,poi,4.513653802753329e-05,-116.4795996,33.365185
poi_6270958676,poi,0.0,-116.4597479,33.2086939
poi_6280338086,poi,0.002031144211238998,-117.1682158,32.722963
poi_6282176069,poi,0.0005867749943579328,-117.2659677,33.1043119
poi_6283131460,poi,0.000315955766192733,-117.2636364,33.1162654
